category,image_id,width,height,prompt,bbox_512,bbox_1024,num_inference_steps,guidance_scale,seed,orig_nima_mean,orig_nima_std,orig_itm,orig_cos,orig_giqa
carrot,284106,1024,673,"carrot, A plate of chicken and vegetables sits next to a bowl of rice. ","[188, 67, 512, 512]","[0, 0, 1024, 672]",23,8.038865176023725,693415842,4.119254,2.1024222,0.64208984375,0.38427734375,-528.7989026998093
carrot,34257,1024,632,"carrot, Baskets are displaying carrots, leafy greens, and other vegetables. ","[256, 120, 512, 512]","[0, 0, 1024, 632]",17,1.7078400439235306,411317620,5.2582655,2.423527,0.1544189453125,0.408447265625,-337.612102467981
carrot,298994,1023,685,"carrot, The vegetable are laid out neatly at the table.","[0, 29, 512, 512]","[0, 0, 1016, 680]",40,9.381137078287315,1594737559,4.470728,2.228746,0.45458984375,0.409423828125,-452.4182692439217
carrot,376307,768,1024,"carrot, some people at an outdoor shop and some different fruits","[105, 396, 512, 512]","[0, 0, 768, 1024]",20,7.865125519139077,548344684,4.7591553,2.4251215,0.210205078125,0.360595703125,-391.9453192269259
carrot,288762,1023,680,"carrot, A square plate of carrots, spinach and more.","[193, 15, 512, 512]","[0, 0, 1016, 680]",10,3.888677059518759,27700026,4.813681,2.2712357,0.046112060546875,0.301025390625,-554.3570903320287
cat,269314,1024,768,"cat, A cat sitting on top of a banana tree.","[277, 96, 512, 512]","[0, 0, 1024, 768]",31,8.832242835730762,1145441010,4.868928,2.3390138,0.1866455078125,0.356201171875,-196.27518864636315
cat,245764,1024,768,"cat, A cat sits on the edge of a toilet.","[295, 256, 512, 512]","[0, 0, 1024, 768]",25,3.5813548817879983,821827540,5.3260846,2.5246,0.1510009765625,0.3994140625,-231.9198178429294
cat,458255,1023,685,"cat, A little girl is laying in bed with a book and a cat is next to her.","[340, 154, 512, 512]","[7, 5, 1016, 680]",26,6.428333350464056,847200043,4.7989984,2.3990688,0.30712890625,0.39111328125,-6.690559366106578
cat,312340,1024,680,"cat, A black and white cat sitting on top of leaves.","[181, 108, 512, 512]","[0, 0, 1024, 680]",24,7.997806746281609,757855135,5.7081633,2.6903486,0.281982421875,0.396484375,162.3634461208841
cat,290843,685,1023,"cat, A woman sitting on a laptop computer next to a cat.","[0, 343, 512, 512]","[0, 7, 680, 1016]",35,7.444671666432088,1340589947,4.9421515,2.37429,0.229736328125,0.396240234375,186.53957220964497
cat,533536,1024,768,"cat, a cat intently watching something that caught its interest  on tv","[136, 256, 512, 512]","[0, 0, 1024, 768]",47,9.238421084414568,1938609420,5.5717287,2.6635206,0.302001953125,0.370849609375,-133.87528030369003
cat,320554,1024,768,"cat, A black cat laying in the sun under a bench","[326, 245, 512, 512]","[0, 0, 1024, 768]",44,8.743542842645962,1786372013,4.4065275,2.147136,0.2314453125,0.40283203125,192.1870642013316
cat,460841,1024,768,"cat, A cat looks at a person holding a bottle.","[0, 87, 512, 512]","[0, 0, 1024, 768]",48,9.264138661438862,2014448640,4.0104704,1.8060653,0.2333984375,0.35205078125,40.955509507737865
cat,101420,1024,768,"cat, A cat sitting on the back of a sofa looking out a window.","[75, 0, 512, 512]","[0, 0, 1024, 768]",19,1.2392896102083748,500051954,4.4357963,2.2001827,0.2159423828125,0.369384765625,-41.11904461746802
cat,357941,800,600,"cat, A black and white cat sits on a red cloth that is over a television set.","[193, 22, 512, 512]","[0, 0, 800, 600]",13,4.935232001165579,168571695,4.8260922,2.463352,0.2435302734375,0.359130859375,-148.57530393514728
cat,71226,1024,681,"cat, Two dogs and a cat sleeping on their human's bed","[367, 0, 512, 512]","[0, 0, 1024, 680]",17,5.364498942795593,388528798,5.2264066,2.527397,0.262939453125,0.369384765625,-234.32202495102453
cat,401991,1024,607,"cat, A white dog laying next to a cat on a bed.","[0, 0, 512, 512]","[0, 0, 1024, 600]",42,1.5863877763309675,1701289843,4.366003,2.1853638,0.235107421875,0.387939453125,-85.90439001301091
cat,469067,1024,768,"cat, this is a person sleeping on a bed with a cat","[422, 256, 512, 512]","[0, 0, 1024, 768]",22,1.0506344561145364,644859804,5.40316,2.563793,0.09576416015625,0.3486328125,1.1441716206852048
cat,107087,1024,683,"cat, A black cat sits in a car and looks out.","[0, 88, 512, 512]","[0, 3, 1024, 680]",48,8.475592932741314,2038980991,5.9799027,2.7236316,0.1942138671875,0.39306640625,-593.291487805152
cat,277584,1024,768,"cat, A cat outside looking through a window. ","[320, 170, 512, 512]","[0, 0, 1024, 768]",27,9.84972019857558,906032039,5.881343,2.7849329,0.25927734375,0.39697265625,-77.76694178856813
cat,77396,1024,768,"cat, These two cats are playing in a room that has a large TV and a laptop computer.","[243, 201, 512, 512]","[0, 0, 1024, 768]",40,8.061488674054116,1579638338,5.0683327,2.5265558,0.2200927734375,0.349853515625,-135.43770976987753
cat,519764,1024,768,"cat, A cat sitting on top of a black leather chair.","[350, 126, 512, 512]","[0, 0, 1024, 768]",32,3.8404314098044585,1182859276,5.1468706,2.4262254,0.31640625,0.380126953125,117.07121582437264
cat,327769,1024,678,"cat, A cat lying down in a sink in a bathroom.","[267, 44, 512, 512]","[0, 0, 1024, 672]",31,7.348003341305084,1131072087,4.5980344,2.2250664,0.1378173828125,0.3974609375,-116.05251345211012
cat,78426,800,534,"cat, A gray cat lying on a desk near a telephone.","[0, 22, 512, 512]","[0, 6, 800, 528]",44,3.69262965878422,1827983318,5.6085668,2.5203884,0.250732421875,0.3779296875,-2.2704327891925065
cat,181859,681,1024,"cat, A cute cat laying down in a sink.","[83, 312, 512, 512]","[0, 0, 680, 1024]",33,7.666736345881738,1217393872,5.8894086,2.7315347,0.1016845703125,0.378662109375,52.93757168645897
cat,456292,768,1024,"cat, A cat climbing into a cat door on a wall.","[141, 422, 512, 512]","[0, 0, 768, 1024]",10,3.517724977734583,29768455,4.6857514,2.3326826,0.1954345703125,0.3837890625,-481.01282929919694
cat,279145,1024,768,"cat, A cat in front of a wooden bench in a garden.","[0, 256, 512, 512]","[0, 0, 1024, 768]",16,8.043318237953184,335554307,5.0771313,2.489541,0.200927734375,0.346435546875,-35.84666728231694
cat,316015,1024,819,"cat, A cat is sitting on a desk next to a computer.","[512, 289, 512, 512]","[0, 3, 1024, 816]",31,9.88966672205119,1130085198,4.94233,2.4701178,0.310791015625,0.39892578125,-29.33100084363792
cat,366199,1023,683,"cat, A cat hides underneath the cover of blankets.","[264, 82, 512, 512]","[7, 0, 1016, 680]",48,9.876146943522146,2002619399,5.394716,2.6693301,0.302978515625,0.37939453125,-217.88801838642263
cat,10363,1024,577,"cat, A gray cat standing on top of a black car.","[317, 25, 512, 512]","[0, 0, 1024, 576]",25,8.945763102970082,807025520,4.9265575,2.3759592,0.23193359375,0.38427734375,221.5365752150447
cat,117374,1024,684,"cat, Two cats sitting in the dirt under a tree.","[512, 172, 512, 512]","[0, 4, 1024, 680]",12,9.21529046605526,126659316,4.6664777,2.289982,0.202880859375,0.41357421875,54.44432770586435
cat,94336,800,538,"cat, A large cat sitting in a bathroom sink under a mirror.","[168, 0, 512, 512]","[0, 0, 800, 536]",20,7.373862226928552,544610078,5.6885905,2.605848,0.1571044921875,0.42041015625,-225.58228191904547
cat,153217,600,800,"cat, a black cat standing in front of a motorcycle","[0, 288, 512, 512]","[0, 0, 600, 800]",19,5.990471895371578,502803994,5.4595947,2.5326679,0.2529296875,0.3994140625,-45.32865811095233
cat,176778,683,1024,"cat, A cat standing next to a white toilet near a bath tub.","[171, 512, 512, 512]","[3, 0, 680, 1024]",11,9.309143872631983,78112099,4.4826107,2.3161032,0.20263671875,0.395263671875,-261.1548558986703
cat,565391,768,1024,"cat, A cat sleeps on top of a parked jeep.","[180, 224, 512, 512]","[0, 0, 768, 1024]",50,1.807577018688813,2135232880,5.446587,2.6554506,0.0611572265625,0.247314453125,-185.22711695479097
cat,243344,768,1024,"cat, Awake cat near ceiling on a closed refrigerator  ","[110, 155, 512, 512]","[0, 0, 768, 1024]",29,4.331183906260067,1006074700,4.8515024,2.4830124,0.2257080078125,0.370361328125,100.70617694896548
cat,117908,1023,654,"cat, A man looking in the refrigerator with a cat also looking inside ","[511, 142, 512, 512]","[7, 6, 1016, 648]",32,6.453450491583366,1171239504,5.262926,2.6067455,0.21240234375,0.373779296875,-162.10989632226932
cat,174231,768,1024,"cat, A dark cat hiding in between a laptop. ","[138, 221, 512, 512]","[0, 0, 768, 1024]",43,5.29956907226817,1754370252,4.33967,2.278251,0.2281494140625,0.36279296875,-246.6156865770794
cat,291490,1024,629,"cat, A cat peeking it's head out of the blankets.","[128, 61, 512, 512]","[0, 5, 1024, 624]",30,8.135720924475056,1084998680,6.5546927,3.0406737,0.2119140625,0.384521484375,-78.37550717162732
cat,84650,1024,768,"cat, a cat laying on a luggage bag on the ground","[405, 164, 512, 512]","[0, 0, 1024, 768]",46,2.755777541311419,1933072943,5.5484242,2.6448293,0.2880859375,0.37451171875,157.78056124112862
cat,530099,800,600,"cat, A orange calico cat on top of a vehicle.","[215, 88, 512, 512]","[0, 0, 800, 600]",25,1.5602814767499709,825039645,5.0721045,2.5328183,0.1810302734375,0.40234375,-303.4192787790942
cat,14007,1023,681,"cat, A cat stands on top of a blue electric device.","[349, 105, 512, 512]","[7, 1, 1016, 680]",27,2.138665665159264,914582800,5.4984055,2.6852272,0.31494140625,0.352294921875,-13.30179522063927
cat,478393,768,1024,"cat, Teddybear, kitten and calico cat are all taking a nap on the bed.","[21, 60, 512, 512]","[0, 0, 768, 1024]",11,9.665034264254464,86984129,4.71455,2.3433914,0.26318359375,0.358154296875,-357.187621358952
cat,555705,1023,594,"cat, Two cats sitting on top of a pair of shoes.","[511, 8, 512, 512]","[7, 0, 1016, 592]",30,2.194970835064874,1058021795,6.6873145,3.0410593,0.184326171875,0.38623046875,-95.35634371105468
cat,375493,1024,768,"cat, A woman in yellow shirt and skirt with cats in grass.","[59, 186, 512, 512]","[0, 0, 1024, 768]",29,3.0348849462685425,1014848104,6.2354393,2.9711144,0.1290283203125,0.2763671875,-255.5109769168114
cat,413395,1024,673,"cat, A man sits on the couch with two cats on his lap.","[0, 161, 512, 512]","[0, 1, 1024, 672]",39,4.393507338605968,1521018998,4.79777,2.2781827,0.249755859375,0.380859375,306.67698214728307
cat,176857,800,600,"cat, a group of people that are petting a cat","[128, 32, 512, 512]","[0, 0, 800, 600]",28,6.610794772067163,946897390,5.554709,2.6218631,0.332763671875,0.35400390625,160.234097993726
cat,134882,769,768,"cat, A cat laying on a bed in front of a book shelf.","[162, 177, 512, 512]","[1, 0, 768, 768]",23,8.038865176023725,693415842,5.3989234,2.5976124,0.3037109375,0.391357421875,-14.713190194090872
cat,23272,1024,768,"cat, A Calico cat laying on the hood of a Mercedes.","[254, 0, 512, 512]","[0, 0, 1024, 768]",17,1.7078400439235306,411317620,4.3438134,2.1646812,0.2232666015625,0.392822265625,-36.32166542255229
cat,466156,800,600,"cat, The striped cat is sitting on top of the car.","[175, 0, 512, 512]","[0, 0, 800, 600]",40,9.381137078287315,1594737559,5.1966686,2.5024188,0.095703125,0.37841796875,-156.09319174552266
cat,491757,1024,767,"cat, A cat sitting on top of a bed.","[440, 160, 512, 512]","[0, 7, 1024, 760]",20,7.865125519139077,548344684,5.4400954,2.4920135,0.272216796875,0.363037109375,186.2871582566076
cat,121586,1024,765,"cat, Office space with cat on the television and work.","[84, 0, 512, 512]","[0, 0, 1024, 760]",10,3.888677059518759,27700026,3.7639868,1.8795183,0.283203125,0.330810546875,-60.8428584856962
cat,492284,1024,768,"cat, A woman pets the cat that is standing on the rocks.","[238, 77, 512, 512]","[0, 0, 1024, 768]",46,2.7039881748540786,1901078373,5.395468,2.5840278,0.301025390625,0.367431640625,-48.52144434466412
cat,540928,1023,728,"cat, A cat that is standing on a wood floor.","[365, 0, 512, 512]","[7, 0, 1016, 728]",33,6.363575990083298,1245682962,4.645123,2.2773683,0.256103515625,0.356689453125,-485.9493863538423
cat,409867,685,1023,"cat, A tall clear glass window with two cats sitting at the base of it.","[0, 511, 512, 512]","[0, 7, 680, 1016]",12,6.352203040853406,143465762,5.566249,2.6069474,0.273681640625,0.384033203125,17.089194663655995
cell phone,376322,765,1024,"cell phone, A group of people are reading a menu at the table","[0, 512, 512, 512]","[0, 0, 760, 1024]",31,8.832242835730762,1145441010,5.270085,2.6168044,0.340087890625,0.3623046875,-319.4473064156423
cell phone,459272,768,1024,"cell phone, A women wearing a scarf using her cell phone","[256, 512, 512, 512]","[0, 0, 768, 1024]",25,3.5813548817879983,821827540,5.0074353,2.4633925,0.58349609375,0.431884765625,-408.386251658508
cell phone,120853,1024,684,"cell phone, A close up of a sandwich with a drink in the back.","[416, 0, 512, 512]","[0, 0, 1024, 680]",26,6.428333350464056,847200043,4.906205,2.4264357,0.6640625,0.447509765625,-708.9819749185676
cell phone,213035,1024,683,"cell phone, Two sets of hands are each holding a cell phone while another hand in the background is holding a glass.","[310, 55, 512, 512]","[0, 0, 1024, 680]",24,7.997806746281609,757855135,5.0379925,2.41511,0.373291015625,0.416015625,-461.13232622517216
cell phone,506933,1024,768,"cell phone, a man holding a cell phone that is powered on ","[0, 227, 512, 512]","[0, 0, 1024, 768]",35,7.444671666432088,1340589947,3.4655144,1.5622934,0.70263671875,0.44677734375,-263.8677238874661
cell phone,146489,1024,768,"cell phone, Pizza on a cutting board is next to goblets with a beer bottle.","[0, 256, 512, 512]","[0, 0, 1024, 768]",47,9.238421084414568,1938609420,5.4415183,2.5749328,0.364501953125,0.314453125,-441.65741518211416
cell phone,119365,768,1024,"cell phone, A couple of people with a laptop at a table.","[256, 277, 512, 512]","[0, 0, 768, 1024]",44,8.743542842645962,1786372013,4.4948525,2.2653072,0.50341796875,0.447998046875,-236.46981689631568
cell phone,579655,1024,639,"cell phone, A woman holding a phone in one hand up to her ear. ","[235, 98, 512, 512]","[0, 7, 1024, 632]",48,9.264138661438862,2014448640,5.7168384,2.7631984,0.48828125,0.352294921875,-393.8387651792593
cell phone,469067,1024,768,"cell phone, this is a person sleeping on a bed with a cat","[512, 256, 512, 512]","[0, 0, 1024, 768]",19,1.2392896102083748,500051954,4.6950097,2.2367032,0.09100341796875,0.353515625,-525.8558357115858
cell phone,166478,1023,681,"cell phone, A young guy using his computer and talking on his phone.","[477, 169, 512, 512]","[7, 1, 1016, 680]",13,4.935232001165579,168571695,5.915863,2.9003026,0.279541015625,0.324951171875,-550.7477056473513
cell phone,492110,1024,683,"cell phone, A man looking at a laptop with a confused look","[355, 171, 512, 512]","[0, 3, 1024, 680]",17,5.364498942795593,388528798,4.98618,2.4906888,0.6083984375,0.4501953125,-241.72590171016984
cell phone,507473,1024,768,"cell phone, A girl is taking a selfie while brushing her teeth.","[62, 0, 512, 512]","[0, 0, 1024, 768]",42,1.5863877763309675,1701289843,5.541489,2.6592748,0.20361328125,0.3642578125,-373.1579664409364
cell phone,123480,1024,768,"cell phone, A man taking a selfie while brushing his teeth and looking in the mirror ","[0, 101, 512, 512]","[0, 0, 1024, 768]",22,1.0506344561145364,644859804,6.0166655,2.9412696,0.65771484375,0.4072265625,-351.1552170509608
cell phone,120420,1024,768,"cell phone, A guy in a green shirt holding his cell phone to take a picture.","[206, 105, 512, 512]","[0, 0, 1024, 768]",48,8.475592932741314,2038980991,4.839753,2.3437479,0.420654296875,0.392822265625,-276.8634820356597
cell phone,316015,1024,819,"cell phone, A cat is sitting on a desk next to a computer.","[0, 307, 512, 512]","[0, 3, 1024, 816]",27,9.84972019857558,906032039,5.192606,2.6209912,0.326416015625,0.365234375,-285.3826386908354
cell phone,228981,1024,768,"cell phone, A pocket PC, digital camera, and old cell phone. ","[16, 141, 512, 512]","[0, 0, 1024, 768]",40,8.061488674054116,1579638338,5.0992126,2.5484986,0.67431640625,0.43701171875,-191.7321769553261
cell phone,450686,818,1024,"cell phone, A hand holding a smart phone with apps on a screen.","[170, 251, 512, 512]","[2, 0, 816, 1024]",32,3.8404314098044585,1182859276,4.917136,2.3890777,0.6591796875,0.404296875,-372.81362417384776
cell phone,76416,1024,768,"cell phone, A double decker bus driving past very tall buildings.","[339, 171, 512, 512]","[0, 0, 1024, 768]",31,7.348003341305084,1131072087,3.9450753,2.0403047,0.357177734375,0.358642578125,-476.22059261247466
cell phone,288391,683,1024,"cell phone, The cell phone is gold and hooked up to a wall. ","[0, 59, 512, 512]","[0, 0, 680, 1024]",44,3.69262965878422,1827983318,4.869797,2.4909165,0.341552734375,0.42236328125,-262.3313069211995
cell phone,292488,1024,681,"cell phone, A person wearing a heavy coat while holding up a cell phone.","[318, 0, 512, 512]","[0, 0, 1024, 680]",33,7.666736345881738,1217393872,5.334642,2.6615863,0.63671875,0.44189453125,-202.3380386940057
cell phone,180878,1024,683,"cell phone, A table topped with a smart phone next to a white bag.","[445, 171, 512, 512]","[0, 3, 1024, 680]",10,3.517724977734583,29768455,4.898568,2.4170253,0.56005859375,0.414306640625,-483.3762594709437
cell phone,366225,865,1024,"cell phone, A monitor screen, mouse, cell phone and a keyboard on the table","[0, 201, 512, 512]","[0, 0, 864, 1024]",16,8.043318237953184,335554307,5.5336094,2.7337663,0.646484375,0.46142578125,-308.27487839239257
cell phone,343706,1024,794,"cell phone, A woman holding her cell phone tucked in a wool cover.","[135, 282, 512, 512]","[0, 2, 1024, 792]",31,9.88966672205119,1130085198,4.8536034,2.3319855,0.60791015625,0.41064453125,-620.8312937335297
cell phone,562843,1024,768,"cell phone, a cell phone screwdriver a pair of scissors and a black thing on a desk","[61, 193, 512, 512]","[0, 0, 1024, 768]",48,9.876146943522146,2002619399,5.146352,2.5376124,0.53466796875,0.398681640625,-363.1310232975181
cell phone,563882,1024,680,"cell phone, a person sitting in a meeting room holding their cell phone","[395, 150, 512, 512]","[0, 0, 1024, 680]",25,8.945763102970082,807025520,4.4136868,2.245572,0.43896484375,0.3876953125,-503.8144907736541
cell phone,546475,613,1024,"cell phone, A man holding a baby while standing in front of a mirror.","[53, 90, 512, 512]","[5, 0, 608, 1024]",12,9.21529046605526,126659316,5.062544,2.525788,0.529296875,0.419677734375,-407.7709163253194
cell phone,537270,1024,768,"cell phone, Three students check their cell phones in a classroom.","[361, 141, 512, 512]","[0, 0, 1024, 768]",20,7.373862226928552,544610078,4.836551,2.4020796,0.489990234375,0.422607421875,-396.4578069504155
cell phone,52413,1024,768,"cell phone, A child holding a pink toy cell phone with ""Princess Aurora"" inside it.","[324, 169, 512, 512]","[0, 0, 1024, 768]",19,5.990471895371578,502803994,5.0836725,2.4316695,0.3046875,0.385986328125,-376.6113818183615
cell phone,497344,800,533,"cell phone, A young boy sitting at a laptop computer.","[288, 21, 512, 512]","[0, 5, 800, 528]",11,9.309143872631983,78112099,5.2631655,2.5749717,0.65771484375,0.41259765625,-433.9560829828638
cell phone,553664,800,518,"cell phone, A red laptop with earbuds sitting on a table","[288, 6, 512, 512]","[0, 6, 800, 512]",50,1.807577018688813,2135232880,3.9142911,1.9429628,0.1502685546875,0.307373046875,-485.7600410735608
cell phone,216277,1024,768,"cell phone, Partially eaten apple and cell phone, near a hand on a table.","[482, 0, 512, 512]","[0, 0, 1024, 768]",29,4.331183906260067,1006074700,5.1635103,2.4779043,0.70751953125,0.4326171875,-248.59725857837404
cell phone,561366,1024,768,"cell phone, A calculator and cell phone lay on a desk in front of a keyboard","[506, 23, 512, 512]","[0, 0, 1024, 768]",32,6.453450491583366,1171239504,4.6696725,2.272568,0.56689453125,0.42529296875,-439.53710394873
cell phone,66771,1024,768,"cell phone, A woman holding a smart phone at a table.","[383, 137, 512, 512]","[0, 0, 1024, 768]",43,5.29956907226817,1754370252,4.609033,2.1897664,0.402099609375,0.41552734375,-407.7247361734319
cell phone,71938,1024,768,"cell phone, A boy asleep with a cell phone on his face.","[256, 74, 512, 512]","[0, 0, 1024, 768]",30,8.135720924475056,1084998680,5.0413094,2.458421,0.34228515625,0.35888671875,-362.7347223529746
cell phone,345356,1024,768,"cell phone, A couple of guys that were eating and are now on their cell phones.","[27, 230, 512, 512]","[0, 0, 1024, 768]",46,2.755777541311419,1933072943,5.5851564,2.7590683,0.60546875,0.430419921875,-319.8065835155289
cell phone,100624,1024,683,"cell phone, A woman walking down a street talking on a cell phone.","[51, 0, 512, 512]","[0, 0, 1024, 680]",25,1.5602814767499709,825039645,5.511323,2.7499447,0.443603515625,0.4052734375,-540.5336361080585
cell phone,147729,1024,768,"cell phone, People gathered taking pictures with a cell phone.","[316, 61, 512, 512]","[0, 0, 1024, 768]",27,2.138665665159264,914582800,4.886668,2.4766529,0.7119140625,0.450927734375,-274.8870183228676
cell phone,1296,683,1024,"cell phone, A woman checking her cell phone with a hello kitty case.","[171, 81, 512, 512]","[3, 0, 680, 1024]",11,9.665034264254464,86984129,4.62337,2.3936958,0.33251953125,0.365478515625,-535.4612942956114
cell phone,302882,1024,819,"cell phone, A man who is taking a picture with his cell phone.","[310, 153, 512, 512]","[0, 1, 1024, 816]",30,2.194970835064874,1058021795,5.8801737,2.7733507,0.6142578125,0.393798828125,-502.8499496973912
cell phone,174371,1024,817,"cell phone, A woman in uniform shows something on her cell phone to a group of girls.","[165, 305, 512, 512]","[0, 1, 1024, 816]",29,3.0348849462685425,1014848104,5.1566105,2.5535727,0.2763671875,0.383544921875,-581.6036475448973
cell phone,549674,1024,768,"cell phone, Two computer monitors are turned on on a computer desk.","[93, 256, 512, 512]","[0, 0, 1024, 768]",39,4.393507338605968,1521018998,4.1431646,2.0799117,0.7421875,0.447998046875,-565.3276997849923
cell phone,160556,1023,685,"cell phone, A girl talks on her cell phone next to a computer and a microwave.","[511, 5, 512, 512]","[7, 0, 1016, 680]",28,6.610794772067163,946897390,6.128899,2.9777317,0.3564453125,0.37841796875,-467.2132951344129
cell phone,465718,1023,687,"cell phone, A desk with a laptop, two monitors, two speakers, a keyboard, a mouse and a cell phone on it. ","[511, 175, 512, 512]","[7, 7, 1016, 680]",23,8.038865176023725,693415842,4.6564474,2.3327837,0.76611328125,0.455810546875,-302.8166189640749
cell phone,73533,1024,768,"cell phone, Two young boys sitting on a bench texting on their cell phones.","[250, 256, 512, 512]","[0, 0, 1024, 768]",17,1.7078400439235306,411317620,5.1432467,2.466483,0.208251953125,0.31689453125,-414.5703932000261
cell phone,348481,1024,768,"cell phone, A desk with various items that include cellphone, mouse and pocket change.","[512, 254, 512, 512]","[0, 0, 1024, 768]",40,9.381137078287315,1594737559,4.992459,2.437139,0.78173828125,0.47119140625,-276.23674626871224
cell phone,245576,1023,755,"cell phone, An orange cat sitting on top of a computer desk.","[118, 0, 512, 512]","[0, 0, 1016, 752]",20,7.865125519139077,548344684,5.591441,2.6905007,0.74560546875,0.414306640625,-405.6855616720459
cell phone,214869,1024,768,"cell phone, A woman sitting down with a large cell phone holder on her pants.","[258, 256, 512, 512]","[0, 0, 1024, 768]",10,3.888677059518759,27700026,5.536644,2.7104654,0.5185546875,0.431640625,-558.4154307888939
cell phone,62808,1023,770,"cell phone, A young man is taking a picture of a large pizza.","[511, 0, 512, 512]","[7, 0, 1016, 768]",46,2.7039881748540786,1901078373,5.8365803,2.8427706,0.55078125,0.40771484375,-417.7376367850486
cell phone,209753,747,1024,"cell phone, A woman with large black tear drop earrings and a black dress looks at her cell phone. ","[235, 332, 512, 512]","[3, 0, 744, 1024]",33,6.363575990083298,1245682962,6.0951247,2.9265742,0.437255859375,0.368408203125,-217.1562395284517
cell phone,463199,1024,768,"cell phone, A group of men standing inside of a bus.","[335, 256, 512, 512]","[0, 0, 1024, 768]",12,6.352203040853406,143465762,4.9956164,2.5109732,0.386474609375,0.37548828125,-524.1220866416832
chair,241668,736,1023,"chair, There are two people enjoying a wedding reception","[0, 511, 512, 512]","[0, 7, 736, 1016]",31,8.832242835730762,1145441010,4.6438046,2.4373496,0.3681640625,0.320068359375,-388.34329435626864
chair,311303,1024,683,"chair, A cup with soda in front of a panini with a side of greens.","[512, 0, 512, 512]","[0, 0, 1024, 680]",25,3.5813548817879983,821827540,5.3256173,2.609565,0.67822265625,0.423583984375,-417.1546591794804
chair,8211,1024,734,"chair, Two people are sitting on chairs talking on at a corner.","[304, 220, 512, 512]","[0, 6, 1024, 728]",26,6.428333350464056,847200043,4.6294694,2.3247976,0.34326171875,0.305908203125,-389.25978124905214
chair,67616,1024,768,"chair, A restaurant with patrons in the outdoor eating area.","[0, 256, 512, 512]","[0, 0, 1024, 768]",24,7.997806746281609,757855135,5.417684,2.6244752,0.33740234375,0.317138671875,-439.2766691702923
chair,24610,1024,768,"chair, A small living space with a couch, desk, chair, and bookcase.","[0, 256, 512, 512]","[0, 0, 1024, 768]",35,7.444671666432088,1340589947,5.0519295,2.408174,0.5908203125,0.395751953125,-190.2948751140179
chair,397354,1024,768,"chair, A group of friends hanging out in a kitchen together.","[512, 256, 512, 512]","[0, 0, 1024, 768]",47,9.238421084414568,1938609420,4.309769,2.21553,0.06732177734375,0.236572265625,-337.9226170046968
chair,368684,1024,768,"chair, A room with a tv in the background and a laptop screen in the foreground ","[130, 119, 512, 512]","[0, 0, 1024, 768]",44,8.743542842645962,1786372013,4.534706,2.3415635,0.76708984375,0.43212890625,-179.68990218677973
chair,462904,1024,768,"chair, A black horse is standing in the sand, with people in the background. ","[0, 133, 512, 512]","[0, 0, 1024, 768]",48,9.264138661438862,2014448640,4.440108,2.171203,0.609375,0.386962890625,-181.0077150151133
chair,34873,1024,768,"chair, A kitchen with a counter and a table with chairs.","[512, 103, 512, 512]","[0, 0, 1024, 768]",19,1.2392896102083748,500051954,4.0685234,2.1249197,0.77978515625,0.431640625,-190.1675223051212
chair,407614,1024,681,"chair, A smaller kitchen with a very decorated fridge. ","[512, 169, 512, 512]","[0, 1, 1024, 680]",13,4.935232001165579,168571695,3.8672645,2.0920978,0.032684326171875,0.239013671875,-531.3804976592651
chair,180296,930,523,"chair, a  doll sitting on top of an open suitcase ","[418, 0, 512, 512]","[2, 0, 928, 520]",17,5.364498942795593,388528798,3.782308,1.9118156,0.265625,0.317138671875,-225.94694069443003
chair,20553,800,600,"chair, A chair with a lot of stuffed animals on it sitting beside a small table.","[35, 88, 512, 512]","[0, 0, 800, 600]",42,1.5863877763309675,1701289843,5.5598507,2.7179356,0.07830810546875,0.288330078125,-244.72487678432185
chair,395343,1024,768,"chair, three vases with flowers inside on a table","[147, 256, 512, 512]","[0, 0, 1024, 768]",22,1.0506344561145364,644859804,4.1850047,2.226573,0.0220184326171875,0.246826171875,-273.6624090611376
chair,268378,1023,575,"chair, A group of people eating a meal at a table.","[0, 63, 512, 512]","[0, 7, 1016, 568]",48,8.475592932741314,2038980991,4.884677,2.3831809,0.52099609375,0.343017578125,-404.4892142006688
chair,313454,1024,621,"chair, A man standing at a podium at a USINDO luncheon ","[203, 109, 512, 512]","[0, 5, 1024, 616]",27,9.84972019857558,906032039,4.859775,2.4711874,0.6171875,0.343505859375,-353.7466053916269
chair,163951,683,1024,"chair, An assortment of items including a miniature boom box, chair, banana and flashlight.","[131, 491, 512, 512]","[3, 0, 680, 1024]",40,8.061488674054116,1579638338,4.9633436,2.435752,0.66943359375,0.38134765625,-454.7205269125229
chair,481390,1024,768,"chair, A group of young men playing a game of basketball.","[59, 0, 512, 512]","[0, 0, 1024, 768]",32,3.8404314098044585,1182859276,5.2609096,2.6056607,0.3232421875,0.30859375,-483.92374627949766
chair,342128,781,1023,"chair, A man is holding a tennis racket while posing.","[269, 182, 512, 512]","[5, 0, 776, 1016]",31,7.348003341305084,1131072087,5.2382946,2.4614904,0.71337890625,0.373779296875,-384.1056260394598
chair,133244,1023,575,"chair, A man holding a tennis racquet on a tennis court.","[383, 0, 512, 512]","[7, 0, 1016, 568]",44,3.69262965878422,1827983318,4.925447,2.4521194,0.458251953125,0.43115234375,-502.7574121821556
