category,image_id,width,height,prompt,bbox_512,num_inference_steps,guidance_scale,seed,orig_nima_mean,orig_nima_std,orig_giqa,orig_itm,orig_cos
sports ball,463690,1024,683,"sports ball, The man is lying on the sidewalk with one leg in the air.","[0, 0, 1024, 672]",5,0,1182859276,4.963197,1.5134659,-457.37047308958927,0.8857421875,0.4521484375
sports ball,457559,1024,683,"sports ball, A group of young men playing a game of soccer.","[0, 11, 1024, 672]",5,0,1131072087,3.9659765,1.2984498,-1008.8502817824422,0.427001953125,0.412353515625
sports ball,371552,1024,683,"sports ball, a boy with a green shirt and a black pair of shorts playing soccer","[0, 11, 1024, 672]",5,0,1217393872,4.16852,1.3709627,-448.5141547753899,0.84765625,0.4560546875
sports ball,398203,1024,683,"sports ball, Several children on teams are running toward a soccer ball","[0, 11, 1024, 672]",3,0,29768455,3.7028873,1.2750654,-286.0279903007813,0.599609375,0.443603515625
sports ball,398742,683,1024,"sports ball, A hefty rugby player in red shirt and black shorts in the air.","[11, 0, 672, 1024]",3,0,335554307,4.4767923,1.4506258,-421.1160505607816,0.74169921875,0.441650390625
sports ball,22935,1024,768,"sports ball, A girl chasing after a soccer ball with an opposing team member close behind","[0, 0, 1024, 768]",5,0,1130085198,4.5438848,1.4315392,-404.5855803557638,0.89404296875,0.43701171875
sports ball,328601,634,1024,"sports ball, A tennis players concentrates as he prepares to smack the ball.","[10, 0, 624, 1024]",6,0,2002619399,3.9347954,1.3852658,-462.2944092490639,0.08526611328125,0.28515625
sports ball,162732,1024,683,"sports ball, THERE ARE PEOPLE PLAYING A SOCCER GAME ON THE FIELD","[0, 0, 1024, 672]",4,0,807025520,4.4829445,1.4378911,-503.4867749818775,0.393310546875,0.43505859375
sports ball,474028,1000,667,"sports ball, a group of kids playing soccer in a field","[0, 11, 992, 656]",3,0,126659316,3.9117653,1.3011774,-729.3937834217406,0.5693359375,0.392578125
sports ball,238013,964,644,"sports ball, A man is playing tennis, the ball is coming toward him.","[4, 0, 960, 640]",4,0,544610078,4.9912105,1.6490772,-650.7501353137195,0.0308837890625,0.29296875
sheep,474881,1024,768,"sheep, The longhorn sheep are grazing on the mountain.","[0, 0, 1024, 768]",5,0,1145441010,5.0864444,1.3643957,-384.06927878307897,0.1533203125,0.344482421875
sheep,269196,1024,683,"sheep, A bunch of sheep in the snow behind a barbed wire fence.","[0, 11, 1024, 672]",4,0,847200043,6.859882,1.1800722,-141.61886686793645,0.137939453125,0.362548828125
sheep,230166,1023,685,"sheep, A herd of sheep grazing on a green grass covered piece of land next to a forest.","[15, 13, 1008, 672]",4,0,757855135,6.0078335,1.2513945,-100.85534192990644,0.19873046875,0.39697265625
sheep,535578,683,1024,"sheep, A group of sheep grazing in a grassy valley.","[11, 0, 672, 1024]",6,0,1938609420,4.311548,1.4027317,-54.48269435585074,0.24560546875,0.401611328125
sheep,44699,1024,681,"sheep, A group of sheep standing on a mountain side.","[0, 9, 1024, 672]",6,0,1786372013,4.9571724,1.3995067,-103.59312239131737,0.146240234375,0.3779296875
sheep,263966,1024,679,"sheep, A large grey horse is behind a wooden fence.","[0, 7, 1024, 672]",6,0,2014448640,5.2198334,1.3299092,-572.8554163157746,0.133544921875,0.341064453125
sheep,290592,1024,681,"sheep, A cluster of black and white sheep hang out by a fence.","[0, 9, 1024, 672]",3,0,500051954,5.100874,1.3837143,-247.7675338438352,0.21923828125,0.431884765625
sheep,225184,731,1024,"sheep, A dog herding a group of sheep in a meadow","[11, 0, 720, 1024]",3,0,168571695,4.17692,1.3676608,-158.22429242460544,0.1494140625,0.386962890625
sheep,181666,1024,680,"sheep, The nomadic sheepherd walks behind a large group of livestock in their desert habitat.","[0, 8, 1024, 672]",3,0,388528798,5.1846848,1.4688209,-280.5019804258427,0.048675537109375,0.30078125
sheep,552612,612,612,"sheep, A herd of sheep grazing on a lush green field.","[4, 4, 608, 608]",6,0,1701289843,4.4779058,1.5062209,-285.1219183570224,0.1475830078125,0.322265625
sheep,156071,1024,768,"sheep, A contestant has caught a sheep during a rodeo event.","[0, 0, 1024, 768]",4,0,644859804,4.335289,1.4572601,-305.76085562699313,0.11798095703125,0.369384765625
sheep,288685,1024,698,"sheep, a sheep in a field with a dog and people watching ","[0, 10, 1024, 688]",6,0,2038980991,5.8389645,1.264012,-32.254283072647226,0.09075927734375,0.37939453125
sheep,198960,1024,680,"sheep, A group of sheep standing next to each other on a field.","[0, 8, 1024, 672]",4,0,906032039,6.100968,1.1705501,-252.37732805209768,0.1510009765625,0.362060546875
sheep,410428,1000,667,"sheep, A herd of sheep are grazing in a green field.","[0, 11, 992, 656]",5,0,1579638338,6.214682,1.1691391,-165.38299046064913,0.163818359375,0.38330078125
sheep,22589,800,600,"sheep, A couple of sheep standing next to each other on a field.","[0, 8, 800, 592]",5,0,1182859276,4.9262896,1.3135538,-117.79208551514306,0.2227783203125,0.39013671875
sheep,389566,1024,683,"sheep, A flock of sheep crossing a road, blocking traffic.","[0, 11, 1024, 672]",5,0,1131072087,5.1779056,1.4023778,-518.0083296087196,0.2183837890625,0.4306640625
sheep,154947,1024,1024,"sheep, A sheep standing in a dry grass field.","[0, 0, 1024, 1024]",6,0,1827983318,5.402723,1.2884339,-167.2610842460026,0.1602783203125,0.369140625
sheep,375763,1024,768,"sheep, A very cute flock of sheep in a grassy field.","[0, 0, 1024, 768]",3,0,29768455,4.749084,1.4637703,-73.4623769346524,0.223876953125,0.41943359375
sheep,158548,1024,771,"sheep, Outdoor show with sheep prominent on grass field.","[0, 3, 1024, 768]",3,0,335554307,3.5808399,1.2666254,-263.4878318839808,0.27685546875,0.370361328125
sheep,46804,1024,768,"sheep, A sheep standing in grass next to a rock wall.","[0, 0, 1024, 768]",5,0,1130085198,5.291728,1.3274899,-220.795927670619,0.2301025390625,0.392333984375
sheep,406997,720,540,"sheep, A family standing around a small white sheep.","[0, 12, 720, 528]",6,0,2002619399,5.5022845,1.2465315,-285.2736731261348,0.118408203125,0.38525390625
sheep,238039,768,1024,"sheep, A white sheep standing on top of a dirt road.","[0, 0, 768, 1024]",4,0,807025520,5.366873,1.3668703,-223.66774742904664,0.09979248046875,0.375244140625
sheep,461405,1024,683,"sheep, A group of sheep in a grassy area with trees in the back ground.","[0, 11, 1024, 672]",3,0,126659316,4.9011865,1.3761479,-130.2945397471899,0.34326171875,0.38818359375
sheep,176606,1024,768,"sheep, A sheep standing up against the side of a house covered in grass.","[0, 0, 1024, 768]",4,0,544610078,5.5609074,1.2989131,-22.996961451043248,0.0814208984375,0.341064453125
sheep,5992,1023,685,"sheep, A small group of sheep standing together next to a building.","[15, 13, 1008, 672]",3,0,502803994,6.215063,1.1780765,-246.63784743475,0.2095947265625,0.425537109375
sheep,534394,1024,575,"sheep, A herd of sheep moving up over a wall to a field from a sidewalk.","[0, 15, 1024, 560]",6,0,2135232880,4.7182755,1.4802234,-242.988443351138,0.263427734375,0.424072265625
snowboard,343937,1023,685,"snowboard, A woman wearing a white hat and white coat snowboarding down a slope.","[15, 13, 1008, 672]",5,0,1145441010,4.9356976,1.5860754,-541.0055989956581,0.6591796875,0.416748046875
snowboard,97679,1024,768,"snowboard, A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ","[0, 0, 1024, 768]",4,0,847200043,5.612963,1.5157466,-450.9737018079593,0.62451171875,0.39453125
snowboard,217872,685,1024,"snowboard, A person doing a trick on a snowboard over a hill.","[13, 0, 672, 1024]",4,0,757855135,5.337697,1.4989463,-462.4205454078426,0.79736328125,0.46240234375
snowboard,563349,683,1024,"snowboard, A person up in the air on a snowboard.","[11, 0, 672, 1024]",6,0,1938609420,4.44729,1.587762,-533.0074361710597,0.74072265625,0.38330078125
snowboard,44195,740,1024,"snowboard, A woman with a snowboard with a man standing next to her on a ski slope.","[4, 0, 736, 1024]",6,0,1786372013,5.289008,1.4570314,-442.0172292042914,0.693359375,0.446044921875
snowboard,492968,1024,680,"snowboard, A snowboarder with black and white clothes finishing a run.","[0, 8, 1024, 672]",3,0,500051954,4.138016,1.3442616,-382.5692306714145,0.3701171875,0.374267578125
snowboard,400044,773,1024,"snowboard, A person riding a snowboard into the air next to a tall building.","[5, 0, 768, 1024]",3,0,168571695,4.37129,1.4278438,-504.1247729183565,0.1522216796875,0.341796875
snowboard,425906,741,1024,"snowboard, A man flying through the air while riding a snowboard.","[0, 0, 736, 1024]",3,0,388528798,5.273907,1.407185,-476.29740746618063,0.76123046875,0.412353515625
snowboard,95155,1024,683,"snowboard, Four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.","[0, 11, 1024, 672]",6,0,1701289843,4.741225,1.5316806,-550.842192762896,0.591796875,0.454345703125
snowboard,36539,683,1024,"snowboard, There is a man and a young girl snowboarding ","[11, 0, 672, 1024]",4,0,644859804,5.7319875,1.4525874,-579.5165298545371,0.391357421875,0.30908203125
snowboard,23359,1024,685,"snowboard, A man flying through the air while riding a snowboard.","[0, 13, 1024, 672]",6,0,2038980991,4.820768,1.5011942,-326.3935762640813,0.54443359375,0.376220703125
snowboard,350405,1024,683,"snowboard, A snowboarder sailing down a snowy hillside on a mountain.","[0, 11, 1024, 672]",4,0,906032039,4.513964,1.4023448,-459.902186035024,0.3740234375,0.396728515625
snowboard,125257,1024,768,"snowboard, A man on a snowboard on a groomed slope.","[0, 0, 1024, 768]",5,0,1579638338,5.1625314,1.5796555,-512.1453892263053,0.0135345458984375,0.234619140625
snowboard,387916,1024,677,"snowboard, People walking and holding ski boards on snow covered ski slopes.","[0, 5, 1024, 672]",5,0,1182859276,4.175203,1.4019216,-347.59108425983504,0.51220703125,0.421630859375
snowboard,341719,1024,768,"snowboard, A group of people with skis and snowboards stand on a mountain.","[0, 0, 1024, 768]",5,0,1131072087,4.5977216,1.5543038,-737.0495064387815,0.81787109375,0.427978515625
snowboard,94944,1024,683,"snowboard, A group of people on slope with snowboards and skis.","[0, 11, 1024, 672]",6,0,1827983318,5.691256,1.4299778,-360.8252592692561,0.6455078125,0.414306640625
snowboard,407650,1023,685,"snowboard, A man flying through the air while riding a snowboard.","[0, 13, 1008, 672]",5,0,1217393872,5.0685277,1.5197172,-489.7961541994987,0.30810546875,0.346923828125
snowboard,447465,1024,682,"snowboard, Skiers line up for the starting gate at a race.","[0, 10, 1024, 672]",3,0,29768455,5.3648376,1.4216068,-448.53501086072174,0.0133285522460937,0.3037109375
snowboard,74860,1024,683,"snowboard, A man sitting on the ground with a snowboard on his feet.","[0, 11, 1024, 672]",3,0,335554307,5.566774,1.5146339,-515.4118432146188,0.81298828125,0.413330078125
snowboard,89078,767,1024,"snowboard, Female snowboarder riding down a trail smiling at camera.","[15, 0, 752, 1024]",6,0,2002619399,5.3410125,1.4688625,-757.4562593056471,0.494384765625,0.31787109375
zebra,185409,1024,678,"zebra, A herd of zebra in a grass field.","[0, 6, 1024, 672]",4,0,821827540,6.2962685,1.298694,-467.11063553198863,0.10186767578125,0.370849609375
zebra,159311,800,533,"zebra, A pair of zebra's leaning over eating grass in a field.","[0, 0, 800, 528]",4,0,847200043,5.9116144,1.3382276,-235.96858089910697,0.06231689453125,0.36669921875
zebra,378453,800,553,"zebra, A herd of zebras standing on a sandy platform near a small body of water.","[0, 9, 800, 544]",4,0,757855135,4.8170886,1.432001,-413.4246335665193,0.0704345703125,0.37451171875
zebra,20059,1024,683,"zebra, Two zebras graze on grass inside of an enclosure. ","[0, 11, 1024, 672]",5,0,1340589947,5.2560987,1.4380821,-317.19089039717824,0.203125,0.360595703125
zebra,491613,768,1024,"zebra, A zebra standing by its reflection in a body of water.","[0, 0, 768, 1024]",6,0,1938609420,5.482645,1.3072845,-231.3040076797956,0.28125,0.3994140625
zebra,577149,1024,661,"zebra, there are many zebras walking on the side of this road","[0, 5, 1024, 656]",6,0,1786372013,5.376376,1.366895,-187.6224396919991,0.30615234375,0.414306640625
zebra,110211,1024,550,"zebra, A herd of zebra walking across a grass covered field.","[0, 6, 1024, 544]",6,0,2014448640,6.2380733,1.1836829,-233.85724321395148,0.08642578125,0.38232421875
zebra,364166,800,600,"zebra, An adult and baby zebra looking onward on a field.","[0, 8, 800, 592]",3,0,500051954,6.1080976,1.3042603,-239.96403279973703,0.17431640625,0.385986328125
zebra,16010,1024,753,"zebra, An outdoor area with many animals inluding a zebra and a rhinoceros.  ","[0, 1, 1024, 752]",3,0,168571695,4.8867445,1.3884122,-259.0161972090282,0.1927490234375,0.408935546875
zebra,508586,1024,576,"zebra, Herd of zebra grazing on dried grasses in open field.","[0, 0, 1024, 576]",6,0,1701289843,5.8274755,1.2037455,-211.837897796438,0.126708984375,0.391845703125
zebra,215245,1024,768,"zebra, A group of zebra's playing and grazing in a field.","[0, 0, 1024, 768]",4,0,644859804,5.6554937,1.3092736,-234.4288081275533,0.15673828125,0.402587890625
zebra,546011,890,594,"zebra, A trio of zebras stand together in the grass.","[0, 2, 880, 592]",6,0,2038980991,5.3916864,1.420199,-257.68694951965426,0.2191162109375,0.4052734375
zebra,516316,1024,768,"zebra, An antilope is eating grass in between two zebra.","[0, 0, 1024, 768]",4,0,906032039,5.3459034,1.4196068,-236.01900997336423,0.23291015625,0.408935546875
zebra,52462,1024,683,"zebra, Two zebra standing next to each other in a dry grass field.","[0, 11, 1024, 672]",5,0,1182859276,5.6156144,1.4766469,-234.4516068115317,0.319580078125,0.395751953125
zebra,91921,1024,768,"zebra, A zebra standing next to a  zebra laying on the ground.","[0, 0, 1024, 768]",5,0,1131072087,5.8022647,1.3060902,-236.53488494856484,0.257568359375,0.382080078125
zebra,350488,1024,683,"zebra, A zebra grazing on grass near a river.","[0, 11, 1024, 672]",5,0,1217393872,6.125053,1.368271,-321.33580427977296,0.171142578125,0.390869140625
zebra,509735,1023,685,"zebra, A family of giraffes by a few zebras and a gazelle.","[0, 13, 1008, 672]",3,0,29768455,5.2718873,1.3772309,-289.6494663840258,0.1561279296875,0.39013671875
zebra,218424,1024,768,"zebra, A group of zebra standing next to each other.","[0, 0, 1024, 768]",3,0,335554307,5.814238,1.3518145,-270.6007938390467,0.09808349609375,0.390625
zebra,504635,1024,681,"zebra, Three zebras are standing in the grass by the trees.","[0, 9, 1024, 672]",5,0,1130085198,6.1485057,1.320228,-214.8693858842248,0.12359619140625,0.3935546875
zebra,447313,1024,768,"zebra, Three zebras eating hay at the edge of a forest.","[0, 0, 1024, 768]",6,0,2002619399,5.0669208,1.426258,-331.06626870195134,0.226806640625,0.392333984375
zebra,60770,800,600,"zebra, Two zebras in an open field with grass.","[0, 8, 800, 592]",4,0,807025520,5.2674365,1.3175049,-202.81388624377385,0.1876220703125,0.397216796875
zebra,545129,729,544,"zebra, A group of zebra standing next to each other on a dirt field.","[9, 0, 720, 544]",3,0,126659316,6.300147,1.5395571,-282.20514604157376,0.09930419921875,0.387451171875
zebra,54123,1023,685,"zebra, The zebras are standing around and grazing in the pasture.","[15, 0, 1008, 672]",4,0,544610078,5.5231214,1.3908504,-290.29828126908706,0.223876953125,0.402099609375
zebra,116589,800,600,"zebra, A group of zebras stay close to each other near a log. ","[0, 8, 800, 592]",3,0,502803994,5.9485917,1.3019152,-232.9912763245688,0.08074951171875,0.363037109375
zebra,473974,1024,683,"zebra, A group of zebra standing in the tall grass.","[0, 11, 1024, 672]",3,0,78112099,5.6101084,1.4716662,-324.03345576342315,0.1282958984375,0.389892578125
zebra,449406,800,533,"zebra, A zebra standing on a dirty rocky field.","[0, 5, 800, 528]",6,0,2135232880,5.701917,1.3240591,-229.7320131591034,0.245849609375,0.38330078125
zebra,270244,1023,685,"zebra, A zebra all by itself in the green forest.","[0, 13, 1008, 672]",4,0,1006074700,6.1122665,1.402539,-156.5584590375547,0.2254638671875,0.379638671875
zebra,545730,1024,683,"zebra, a herd of zebras crossing a shallow part of a river","[0, 11, 1024, 672]",6,0,1754370252,5.138157,1.478263,-306.6058319918726,0.30224609375,0.400634765625
zebra,562121,800,567,"zebra, Two zebras fighting in a cloud of dust","[0, 7, 800, 560]",5,0,1084998680,5.052617,1.3882029,-234.83812183868528,0.04547119140625,0.373779296875
zebra,201676,1024,768,"zebra, Three zebras standing next to each other in a meadow with other zebras visible behind them","[0, 0, 1024, 768]",6,0,1933072943,5.7588186,1.4627123,-395.9116652813077,0.0784912109375,0.4072265625
zebra,493019,1024,766,"zebra, A group of zebras are bending down and eating a box full of grass. ","[0, 14, 1024, 752]",4,0,914582800,5.620359,1.4566795,-458.9429165644849,0.0753173828125,0.363525390625
zebra,464872,1024,683,"zebra, a couple of zebras that are running through some grass","[0, 7, 1024, 672]",3,0,86984129,4.9794087,1.4281234,-240.2102390234228,0.083984375,0.36669921875
zebra,69106,1024,685,"zebra, Three zebras standing in front of a wall.","[0, 13, 1024, 672]",4,0,1058021795,6.54224,1.3384653,-261.83606059527773,0.08551025390625,0.37158203125
zebra,501243,1024,683,"zebra, Three zebra standing next to each other on a dirt ground.","[0, 11, 1024, 672]",4,0,1014848104,6.3114667,1.1610235,-235.69785166150797,0.061309814453125,0.3779296875
skis,51712,1024,589,"skis, a man standing on a pair of skis and coming down a snow covered hill","[0, 13, 1024, 576]",5,0,1145441010,3.6675925,1.311605,-530.3946242258362,0.216552734375,0.378662109375
skis,473121,1024,680,"skis, A man riding skis down the slide of a snow covered slope.","[0, 8, 1024, 672]",4,0,821827540,4.273262,1.3879924,-758.7104613441293,0.52294921875,0.303955078125
skis,96825,926,728,"skis, A man with skis and ski poles is standing next to a hill covered in snow","[9, 8, 912, 720]",4,0,847200043,5.529915,1.5576162,-550.3868181377638,0.583984375,0.353515625
skis,451144,1024,768,"skis, a couple of people on skis sit on top of a snowy hill ","[0, 0, 1024, 768]",4,0,757855135,4.697491,1.4517105,-519.0026979076397,0.292724609375,0.364501953125
skis,406611,1024,768,"skis, Ski slopes filled with many people on or holding their skis.","[0, 0, 1024, 768]",5,0,1340589947,5.0858006,1.5669838,-700.1091396413785,0.471923828125,0.349365234375
skis,83540,1024,709,"skis, a person wearing a blue jacket is wearing skis and snowy trees","[0, 5, 1024, 704]",6,0,1938609420,6.0357094,1.521295,-499.0040709354587,0.06756591796875,0.2120361328125
skis,252507,600,800,"skis, A man riding skis across a snow covered slope.","[0, 0, 592, 800]",6,0,2014448640,4.778421,1.5339987,-413.4167005979932,0.1947021484375,0.34765625
skis,374369,1024,768,"skis, a person standing snow wearing a snow suit and skis","[0, 0, 1024, 768]",3,0,500051954,5.128998,1.5699668,-430.12188196925854,0.31982421875,0.40869140625
skis,329827,1024,683,"skis, A person on skis skiing down a mountain.","[0, 11, 1024, 672]",3,0,168571695,3.866157,1.488191,-612.2293787862886,0.340576171875,0.35205078125
skis,424551,1024,768,"skis, a man on skis stands on a snowy hill side ","[0, 0, 1024, 768]",3,0,388528798,5.505829,1.4599756,-198.5008411458228,0.34130859375,0.3935546875
skis,347265,683,1024,"skis, A person in the snow on some skis.","[11, 0, 672, 1024]",6,0,1701289843,3.967753,1.4163275,-712.2837697426116,0.53857421875,0.403076171875
skis,451714,540,720,"skis, A man standing in snow gear on skis while on a snowy hill.","[12, 0, 528, 720]",4,0,644859804,4.7833767,1.5479189,-294.32126015994163,0.634765625,0.41357421875
skis,118921,1024,683,"skis, A woman riding skis down a snow covered slope.","[0, 11, 1024, 672]",6,0,2038980991,4.11914,1.5238688,-317.6766399144067,0.64599609375,0.44970703125
skis,136334,1024,768,"skis, A person riding skis down a snow covered slope past a flag.","[0, 0, 1024, 768]",4,0,906032039,5.414857,1.6431139,-434.00967985022135,0.1241455078125,0.212890625
skis,445602,1024,768,"skis, A skier on a snow covered mountain resort.","[0, 0, 1024, 768]",5,0,1579638338,6.198908,1.6085362,-543.2878485595843,0.338134765625,0.294189453125
skis,266409,1024,768,"skis, A person riding skis on top of a snow covered slope.","[0, 0, 1024, 768]",5,0,1182859276,4.7439914,1.7028371,-389.0501072626303,0.61328125,0.395263671875
skis,466602,768,1024,"skis, Small child standing on his skis in the snow. ","[0, 0, 768, 1024]",5,0,1131072087,4.997095,1.551626,-742.8629912393721,0.6044921875,0.409912109375
skis,186042,1024,576,"skis, A person in the snow on some skis.","[0, 0, 1024, 576]",6,0,1827983318,5.4648595,1.576315,-635.3902095015342,0.2900390625,0.3134765625
skis,297698,1023,705,"skis, a man on skis fly through the sky ","[15, 1, 1008, 704]",3,0,29768455,6.017296,1.3495425,-543.8583635315567,0.453125,0.381103515625
skis,86755,1024,768,"skis, A couple of people riding a pair of skis down a snow covered slope.","[0, 0, 1024, 768]",3,0,335554307,4.829665,1.6357442,-740.8941373872253,0.65966796875,0.36865234375
skis,176901,1023,575,"skis, Three people in the snow trying to walk up the hill in skiis.","[15, 15, 1008, 560]",4,0,807025520,5.3491483,1.4245229,-392.26722907249496,0.4287109375,0.369384765625
skis,197388,1024,627,"skis, A team of skiers rides intently across the snow.","[0, 3, 1024, 624]",3,0,126659316,4.4999576,1.551974,-695.7294815457767,0.59619140625,0.41455078125
skis,464144,681,1023,"skis, A man on skis with ski poles has just descended the mountain. ","[0, 15, 672, 1008]",4,0,544610078,4.240718,1.4387373,-332.16105400230026,0.51513671875,0.43408203125
skis,377113,1024,683,"skis, A person on some skis in the water.","[0, 11, 1024, 672]",3,0,78112099,5.321383,1.5123816,-660.5748144658946,0.66748046875,0.373291015625
skis,80671,1000,667,"skis, A child is bent over on skis in the snow.","[8, 11, 992, 656]",6,0,2135232880,4.673044,1.4985545,-605.1202900674512,0.5498046875,0.363037109375
skis,561958,1024,768,"skis, many people holding skis and snow boards on a snowy surface","[0, 0, 1024, 768]",4,0,1006074700,4.838345,1.4689575,-400.443928831269,0.3408203125,0.34326171875
skis,30504,768,1024,"skis, A person riding skis down a snow covered slope.","[0, 0, 768, 1024]",5,0,1171239504,5.4151187,1.4896729,-446.4915868772555,0.71533203125,0.447998046875
skis,376112,681,1024,"skis, Lots of people standing on skis at the top of a hill.","[4, 0, 672, 1024]",6,0,1754370252,5.037844,1.5129676,-317.81954722641353,0.55517578125,0.432373046875
skis,43314,1024,771,"skis, A man flying through the air while riding skis.","[0, 0, 1024, 768]",5,0,1084998680,6.177902,1.3694438,-699.5589533496682,0.424072265625,0.389892578125
skis,469828,1024,768,"skis, a person on skis riding on some snow ","[0, 0, 1024, 768]",6,0,1933072943,3.5255053,1.206084,-463.6442668275308,0.42236328125,0.278076171875
skis,573258,1024,768,"skis, a person riding skis on a snowy slope","[0, 0, 1024, 768]",4,0,825039645,4.829391,1.4947685,-456.8105662745716,0.292236328125,0.3330078125
skis,33104,767,895,"skis, A group of people standing around each other in skis.","[15, 15, 752, 880]",4,0,914582800,5.219621,1.7357584,-404.0929310831125,0.15966796875,0.2454833984375
skis,314709,800,533,"skis, a person riding skis on a snowy slope","[0, 5, 800, 528]",3,0,86984129,3.712625,1.3757445,-368.4379168089147,0.4287109375,0.396728515625
skis,196442,1024,683,"skis, a man holding onto a some wires while skiin ","[0, 11, 1024, 672]",4,0,1058021795,3.6347551,1.3112315,-419.440759271866,0.5966796875,0.418212890625
skis,401250,1024,531,"skis, A person that is doing a trick in the air.","[0, 0, 1024, 528]",4,0,1014848104,5.8464026,1.560471,-648.9797933811897,0.465087890625,0.37841796875
skis,53626,1024,768,"skis, A group of men riding skis on top of a snow covered slope.","[0, 0, 1024, 768]",5,0,1521018998,4.1738405,1.4249883,-420.1864688486808,0.6572265625,0.401611328125
skis,342397,1024,683,"skis, a young man wearing skis slides down the slope","[0, 11, 1024, 672]",4,0,946897390,4.3615866,1.5723132,-379.37615830089226,0.4912109375,0.3876953125
skis,541055,1024,576,"skis, A group of people on the ski slope in their skis. ","[0, 0, 1024, 576]",4,0,693415842,4.1224847,1.3044661,-683.8894491199721,0.273681640625,0.2479248046875
skis,312720,1024,683,"skis, A person on skis flies through the air on a rope.","[0, 11, 1024, 672]",5,0,1594737559,4.5133047,1.5235697,-633.1634995668369,0.67822265625,0.3857421875
skis,5529,711,1024,"skis, A person on skis skiing down a mountain slope.","[0, 0, 704, 1024]",4,0,548344684,4.5604296,1.4895056,-621.8498096308476,0.513671875,0.336181640625
skis,470952,685,1023,"skis, a person riding skis on a snowy surface","[13, 15, 672, 1008]",3,0,27700026,5.433689,1.4801813,-201.10906347142392,0.615234375,0.421142578125
skis,2473,1024,683,"skis, A man flying through the air while riding skis.","[0, 11, 1024, 672]",6,0,1901078373,3.8796594,1.410346,-1016.715644230987,0.2626953125,0.378173828125
skis,99242,800,533,"skis, A person skiing in an open area of snow.","[0, 5, 800, 528]",5,0,1245682962,3.967116,1.4370797,-388.9579174609639,0.68701171875,0.405029296875
stop sign,333697,682,1023,"stop sign, Two street signs on the corner of a stone wall.","[0, 0, 672, 1008]",5,0,1145441010,4.656626,1.4804372,-377.0729357515038,0.1357421875,0.33203125
stop sign,104198,1024,768,"stop sign, A stop sign with a pagoda in the background.","[0, 0, 1024, 768]",4,0,821827540,5.1840925,1.3364897,-568.8039441647181,0.56005859375,0.434326171875
stop sign,225946,1024,741,"stop sign, A train traveling through the countryside next to a dirt road.","[0, 2, 1024, 736]",4,0,847200043,5.2819023,1.4326961,-438.9929315746508,0.58203125,0.3583984375
stop sign,95899,1024,768,"stop sign, A red stop sign next to a blue street sign.","[0, 0, 1024, 768]",4,0,757855135,5.4643073,1.565573,-623.156111815757,0.53369140625,0.4541015625
stop sign,579893,800,531,"stop sign, A close up of the stop sign and to street signs.","[0, 3, 800, 528]",6,0,1786372013,5.5073404,1.4759085,-507.1773378961966,0.50634765625,0.44140625
stop sign,414133,1024,768,"stop sign, A stop sign saying whoa instead of stop.","[0, 0, 1024, 768]",6,0,2014448640,3.9447532,1.4425645,-920.0191029412376,0.452880859375,0.36962890625
stop sign,232646,1024,819,"stop sign, A stop sign at the end of the road.","[0, 0, 1024, 816]",3,0,388528798,4.8925343,1.5217526,-682.112613506391,0.65966796875,0.484375
stop sign,343496,1023,628,"stop sign, A person walking by stop sign at street intersection.","[0, 0, 1008, 624]",6,0,1701289843,4.2720213,1.5607649,-735.4425342162556,0.67529296875,0.4404296875
stop sign,104782,800,600,"stop sign, a stop sign and a white and green street sign and a tree","[0, 8, 800, 592]",4,0,906032039,4.95386,1.5339667,-592.297244360547,0.62548828125,0.483154296875
stop sign,724,768,1024,"stop sign, A stop sign is mounted upside-down on it's post. ","[0, 0, 768, 1024]",5,0,1182859276,4.679277,1.4498637,-344.4310668654064,0.493408203125,0.44873046875
stop sign,369751,682,1024,"stop sign, A row of parking meters in front of a stop sign. ","[10, 0, 672, 1024]",5,0,1131072087,4.3133636,1.5659592,-455.8899956189655,0.68359375,0.489013671875
stop sign,213593,1024,682,"stop sign, A red stop sign sitting on the side of a tall building.","[0, 0, 1024, 672]",6,0,1827983318,5.1548243,1.5847707,-466.9723696334288,0.64892578125,0.478271484375
stop sign,193884,1024,768,"stop sign, A red stop sign sitting on the side of a road.","[0, 0, 1024, 768]",5,0,1217393872,4.539581,1.564654,-377.0457104595114,0.71923828125,0.50244140625
stop sign,239843,1024,768,"stop sign, Two street signs on top of a stop sign.","[0, 0, 1024, 768]",3,0,29768455,4.8538,1.6254929,-533.6654227860022,0.5302734375,0.51220703125
stop sign,91619,683,1024,"stop sign, A red stop sign sitting next to a light pole.","[0, 0, 672, 1024]",3,0,335554307,5.2682095,1.5801047,-563.387437392576,0.63818359375,0.423095703125
stop sign,212072,800,600,"stop sign, A stop sign in front of some buildings.","[0, 0, 800, 592]",5,0,1130085198,5.2871923,1.5174749,-369.6111609064183,0.62158203125,0.46923828125
stop sign,100723,900,600,"stop sign, A large group of people standing in the street.","[4, 0, 896, 592]",6,0,2002619399,5.596347,1.475719,-366.90422673291255,0.33544921875,0.408203125
stop sign,11122,1024,768,"stop sign, A red stop sign behind a chain link fence.","[0, 0, 1024, 768]",4,0,807025520,4.214091,1.5388225,-630.7069898216018,0.56396484375,0.459228515625
